competition,player.url,id,slug,player_name,nickname,firstname,lastname,gender,date_of_birth,place_of_birth,weight,height,international,twitter,instagram,country,team,team.shortname,team.foundation,team.shield,shirt_number,position,photo,stadium,stadium.image,aerial_duels,aerial_duels_lost,aerial_duels_won,appearances,assists_intentional,attempts_from_set_pieces,away_goals,backward_passes,blocked_shots,blocks,catches,clean_sheets,clearances_off_the_line,corners_taken_incl_short_corners,corners_won,crosses_not_claimed,drops,duels,duels_lost,duels_won,fifty_fifty,forward_passes,foul_attempted_tackle,foul_won_penalty,games_played,gk_successful_distribution,gk_unsuccessful_distribution,assists,goalkeeper_smother,goals,goals_conceded,goals_conceded_inside_box,goals_conceded_outside_box,goals_from_inside_box,goals_from_outside_box,ground_duels,ground_duels_lost,ground_duels_won,handballs_conceded,headed_goals,hit_woodwork,home_goals,index,interceptions,key_passes_attempt_assists,last_man_tackle,left_foot_goals,leftside_passes,offsides,open_play_passes,other_goals,own_goal_scored,penalties_conceded,penalties_faced,penalties_off_target,penalties_saved,penalties_taken,penalty_goals,penalty_goals_conceded,punches,putthrough_blocked_distribution,putthrough_blocked_distribution_won,recoveries,red_cards_2nd_yellow,right_foot_goals,rightside_passes,saves_from_penalty,saves_made,saves_made_caught,saves_made_from_inside_box,saves_made_from_outside_box,saves_made_parried,second_goal_assists,set_pieces_goals,shots_off_target_inc_woodwork,shots_on_target_inc_goals,starts,straight_red_cards,substitute_off,substitute_on,successful_corners_into_box,successful_crosses_corners,successful_crosses_open_play,successful_dribbles,successful_fifty_fifty,successful_launches,successful_layoffs,successful_long_passes,successful_open_play_passes,successful_passes_opposition_half,successful_passes_own_half,successful_short_passes,tackles_lost,tackles_won,team_games_played,through_balls,throw_ins_to_opposition_player,throw_ins_to_own_player,minutes_played,times_tackled,total_clearances,total_fouls_conceded,total_fouls_won,total_losses_of_possession,total_passes,red_cards,total_shots,total_successful_passes_excl_crosses_corners,total_tackles,total_touches_in_opposition_box,total_unsuccessful_passes_excl_crosses_corners,touches,unsuccessful_corners_into_box,unsuccessful_crosses_corners,unsuccessful_crosses_open_play,unsuccessful_dribbles,unsuccessful_launches,unsuccessful_layoffs,unsuccessful_long_passes,unsuccessful_passes_opposition_half,unsuccessful_passes_own_half,unsuccessful_short_passes,winning_goal,yellow_cards
LaLiga Santander,https://www.laliga.com/en-ES/player/rober-ibanez,1542,rober-ibanez,Roberto Ibáñez Castro,Rober Ibañez,Roberto,Ibáñez Castro,male,1993-03-22T00:00:00+00:00,Valencia,67.0,175.0,False,,https://instagram.com/rober.ic77/,ES,CD Leganés,LEG,1928-06-23T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/leganes.png,7.0,Forward,https://assets.laliga.com/squad/2021/t957/p168390/512x556/p168390_t957_2021_1_001_000.png,Estadio Municipal Butarque,https://assets.laliga.com/assets/2019/10/03/medium/2b7303ff6a9beaf1b4dc88599116df55.png,12.0,8.0,4.0,16.0,1.0,,1.0,53.0,6.0,,,,,,7.0,,,160.0,70.0,90.0,23.0,35.0,11.0,,16.0,,,1.0,,1.0,13.0,11.0,2.0,1.0,,148.0,62.0,86.0,1.0,,,0.0,10.0,5.0,9.0,,1.0,64.0,3.0,179.0,,,,,,,,,2.0,,15.0,7.0,43.0,,,27.0,,,,,,,,,3.0,5.0,8.0,,7.0,8.0,,1.0,1.0,27.0,12.0,1.0,8.0,4.0,140.0,103.0,38.0,136.0,4.0,7.0,42.0,3.0,,,738.0,43.0,,12.0,48.0,117.0,179.0,,8.0,140.0,11.0,24.0,39.0,389.0,,8.0,8.0,17.0,,3.0,2.0,37.0,10.0,37.0,0.0,1.0
LaLiga Santander,https://www.laliga.com/en-ES/player/rober-pier,4044,rober-pier,Roberto Suárez Pier,Rober Pier,Roberto,Suárez Pier,male,1995-02-16T00:00:00+00:00,La Coruña,74.0,182.0,False,,,ES,Levante UD,LEV,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/levante.png,4.0,Defender,https://assets.laliga.com/squad/2021/t855/p220093/512x556/p220093_t855_2021_1_001_000.png,Estadio Ciutat de València,https://assets.laliga.com/assets/2021/07/21/medium/ae79ef9d1c26baf8602706ba1acef94b.png,60.0,32.0,28.0,27.0,,,0.0,55.0,2.0,15.0,,4.0,,,2.0,,,165.0,86.0,79.0,52.0,497.0,18.0,,27.0,,,,,1.0,41.0,35.0,6.0,1.0,,105.0,54.0,51.0,,,,1.0,22.0,30.0,4.0,,1.0,307.0,,1006.0,,,1.0,,,,,,2.0,,20.0,10.0,150.0,1.0,,179.0,,,,,,,,,3.0,3.0,21.0,,3.0,6.0,,1.0,1.0,5.0,22.0,18.0,,67.0,799.0,265.0,565.0,762.0,16.0,20.0,38.0,,,2.0,2008.0,4.0,86.0,35.0,10.0,236.0,1038.0,1.0,6.0,829.0,36.0,16.0,209.0,1300.0,,5.0,5.0,1.0,50.0,,115.0,138.0,76.0,94.0,0.0,3.0
LaLiga Santander,https://www.laliga.com/en-ES/player/navarro-2,14936,navarro-2,Robert Navarro,Navarro,Robert,Navarro,male,2002-04-12T00:00:00+00:00,Barcelona,,178.0,False,,,ES,R. Sociedad B,RSOB,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/real-sociedad.png,24.0,Midfielder,,Zubieta,,17.0,11.0,6.0,24.0,3.0,1.0,0.0,137.0,8.0,,,,,12.0,16.0,,,206.0,108.0,98.0,50.0,162.0,7.0,,24.0,,,3.0,,1.0,22.0,21.0,1.0,1.0,,189.0,97.0,92.0,,,5.0,1.0,10.0,10.0,30.0,,,100.0,4.0,556.0,,,,,,,,,2.0,,27.0,17.0,60.0,,1.0,181.0,,,,,,,1.0,,17.0,13.0,23.0,,19.0,1.0,,3.0,3.0,41.0,19.0,,14.0,25.0,434.0,354.0,106.0,432.0,11.0,10.0,42.0,5.0,1.0,6.0,1664.0,68.0,3.0,11.0,30.0,287.0,580.0,,30.0,457.0,21.0,66.0,123.0,944.0,3.0,21.0,15.0,35.0,1.0,1.0,11.0,127.0,17.0,112.0,0.0,
LaLiga Santander,https://www.laliga.com/en-ES/player/soldado,1904,soldado,Roberto Soldado,Soldado,Roberto,Soldado,male,1985-05-27T00:00:00+00:00,Valencia,74.0,180.0,True,https://twitter.com/R9Soldado,,ES,Levante UD,LEV,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/levante.png,16.0,Forward,https://assets.laliga.com/squad/2021/t855/p17926/512x556/p17926_t855_2021_1_001_000.png,Estadio Ciutat de València,https://assets.laliga.com/assets/2021/07/21/medium/ae79ef9d1c26baf8602706ba1acef94b.png,24.0,18.0,6.0,18.0,2.0,,1.0,51.0,1.0,,,,,,,,,53.0,36.0,17.0,15.0,29.0,6.0,,18.0,,,2.0,,3.0,15.0,13.0,2.0,3.0,,29.0,18.0,11.0,,,,2.0,23.0,1.0,6.0,,1.0,32.0,9.0,130.0,,,,,,,,,,,10.0,4.0,8.0,1.0,2.0,33.0,,,,,,,,,8.0,8.0,7.0,1.0,7.0,11.0,,1.0,1.0,3.0,7.0,,5.0,3.0,81.0,62.0,35.0,93.0,2.0,1.0,38.0,1.0,,1.0,660.0,7.0,7.0,9.0,5.0,70.0,145.0,2.0,16.0,96.0,3.0,36.0,49.0,218.0,,,,4.0,2.0,1.0,4.0,43.0,6.0,45.0,1.0,5.0
LaLiga Santander,https://www.laliga.com/en-ES/player/r-torres,455,r-torres,Roberto Torres,R. Torres,Roberto,Torres,male,1989-03-07T00:00:00+00:00,Arre,72.0,178.0,False,https://twitter.com/rober10_torres,,ES,CA Osasuna,OSA,1920-11-17T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/osasuna.png,10.0,Midfielder,https://assets.laliga.com/squad/2021/t450/p90402/512x556/p90402_t450_2021_1_001_000.png,Estadio El Sadar,https://assets.laliga.com/assets/2021/01/20/medium/c1b35f03ff875a4a12c7dcbd477d964a.png,17.0,13.0,4.0,28.0,2.0,,2.0,63.0,4.0,,,,,35.0,12.0,,,72.0,45.0,27.0,21.0,121.0,6.0,,28.0,,,2.0,,2.0,14.0,14.0,,2.0,,55.0,32.0,23.0,,,,0.0,49.0,8.0,22.0,,,113.0,,328.0,,,,,,,2.0,2.0,,,20.0,8.0,59.0,,2.0,49.0,,,,,,,,,5.0,6.0,6.0,,6.0,22.0,9.0,21.0,10.0,5.0,7.0,3.0,,28.0,230.0,167.0,93.0,211.0,3.0,4.0,38.0,2.0,,8.0,798.0,12.0,4.0,8.0,11.0,194.0,346.0,,11.0,239.0,7.0,12.0,107.0,535.0,24.0,59.0,28.0,7.0,5.0,1.0,26.0,148.0,18.0,81.0,0.0,3.0
LaLiga Santander,https://www.laliga.com/en-ES/player/le-normand,9468,le-normand,Robin Le Normand,Le Normand,Robin,Le Normand,male,1996-11-11T00:00:00+00:00,Pabu,80.0,187.0,False,,,FR,Real Sociedad,RSO,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/real-sociedad.png,24.0,Defender,https://assets.laliga.com/squad/2021/t188/p224919/512x556/p224919_t188_2021_1_001_000.png,Reale Arena,https://assets.laliga.com/assets/2019/10/03/medium/b20727f80d7b4c9d5ad18acec9b663c5.png,177.0,68.0,109.0,37.0,,,1.0,132.0,5.0,22.0,,19.0,,,1.0,,,294.0,115.0,179.0,65.0,648.0,14.0,,37.0,9.0,,1.0,,1.0,37.0,32.0,5.0,1.0,,117.0,47.0,70.0,,1.0,2.0,0.0,63.0,48.0,4.0,,,569.0,2.0,2085.0,,,,,,,,,5.0,,19.0,12.0,155.0,,,804.0,,,,,,,,,8.0,5.0,37.0,,,,,,,1.0,26.0,19.0,,127.0,1829.0,440.0,1455.0,1768.0,17.0,32.0,38.0,1.0,,2.0,3330.0,5.0,118.0,37.0,22.0,288.0,2153.0,,13.0,1895.0,49.0,42.0,258.0,2521.0,,1.0,1.0,2.0,49.0,,97.0,151.0,108.0,161.0,1.0,7.0
LaLiga Santander,https://www.laliga.com/en-ES/player/rodri-3,12718,rodri-3,Rodrigo Sánchez,Rodri,Rodrigo,Sánchez,male,2000-05-16T00:00:00+00:00,Talayuela,,,False,,,ES,Real Betis,BET,1907-09-12T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/betis.png,28.0,Midfielder,https://assets.laliga.com/squad/2021/t185/p491430/512x556/p491430_t185_2021_1_001_000.png,Estadio Benito Villamarín,https://assets.laliga.com/assets/2019/06/17/medium/f211dabccff68741a75d175307d78f59.png,8.0,8.0,,21.0,2.0,,1.0,85.0,2.0,,,,,1.0,6.0,,,88.0,47.0,41.0,13.0,121.0,1.0,,21.0,,,2.0,,1.0,14.0,10.0,4.0,1.0,,80.0,39.0,41.0,1.0,,2.0,0.0,47.0,3.0,15.0,,1.0,159.0,1.0,400.0,,,,,,,,,1.0,,21.0,11.0,54.0,,,38.0,,,,,,,,,6.0,7.0,10.0,,10.0,11.0,,1.0,1.0,16.0,5.0,,6.0,12.0,331.0,243.0,92.0,322.0,3.0,7.0,38.0,5.0,,2.0,880.0,21.0,4.0,2.0,15.0,117.0,403.0,,13.0,334.0,10.0,34.0,69.0,548.0,,9.0,9.0,10.0,2.0,1.0,5.0,64.0,14.0,64.0,0.0,
LaLiga Santander,https://www.laliga.com/en-ES/player/battaglia,6385,battaglia,Rodrigo Battaglia,Battaglia,Rodrigo,Battaglia,male,1991-07-12T00:00:00+00:00,Morón,79.0,187.0,False,,,AR,RCD Mallorca,MLL,1916-03-06T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/mallorca.png,16.0,Midfielder,https://assets.laliga.com/squad/2021/t181/p89551/512x556/p89551_t181_2021_1_001_000.png,Visit Mallorca Estadi,https://assets.laliga.com/assets/2019/08/07/medium/6f67f604b5025b10ef0dc14d700586ae.png,58.0,25.0,33.0,26.0,,,0.0,71.0,2.0,10.0,,3.0,1.0,,3.0,,,173.0,81.0,92.0,33.0,178.0,14.0,,26.0,,,,,,25.0,23.0,2.0,,,115.0,56.0,59.0,2.0,,,0.0,61.0,10.0,3.0,,,141.0,,482.0,,,1.0,,,,,,5.0,,20.0,11.0,82.0,1.0,,120.0,,,,,,,,,2.0,1.0,12.0,,5.0,14.0,,,,10.0,15.0,4.0,2.0,18.0,401.0,205.0,222.0,409.0,16.0,16.0,38.0,,1.0,,1174.0,16.0,36.0,28.0,18.0,117.0,510.0,1.0,3.0,427.0,32.0,14.0,83.0,706.0,,1.0,1.0,5.0,13.0,,25.0,56.0,28.0,58.0,0.0,3.0
LaLiga Santander,https://www.laliga.com/en-ES/player/de-paul,1481,de-paul,Rodrigo de Paul,R. De Paul,Rodrigo,de Paul,male,1994-05-24T00:00:00+00:00,"Sarandi, Buenos Aires",70.0,180.0,False,,,AR,Atlético de Madrid,ATM,1903-04-26T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/atletico.png,5.0,Midfielder,https://assets.laliga.com/squad/2021/t175/p119141/512x556/p119141_t175_2021_1_001_000.png,Wanda Metropolitano,https://assets.laliga.com/assets/2019/06/17/medium/935f92c15c4d3442ef3f6d843beba0e1.png,40.0,22.0,18.0,36.0,1.0,,2.0,142.0,7.0,3.0,,4.0,,46.0,15.0,,,292.0,136.0,156.0,63.0,410.0,29.0,,36.0,,,1.0,,3.0,24.0,20.0,4.0,2.0,1.0,252.0,114.0,138.0,4.0,,,1.0,89.0,21.0,48.0,,,388.0,1.0,1221.0,,,,,,,,,1.0,,45.0,21.0,159.0,,3.0,350.0,,,,,,,2.0,,8.0,9.0,24.0,,15.0,12.0,16.0,33.0,14.0,25.0,28.0,2.0,12.0,102.0,1002.0,663.0,426.0,954.0,25.0,30.0,38.0,21.0,,17.0,2154.0,44.0,13.0,45.0,59.0,382.0,1290.0,,17.0,1056.0,55.0,20.0,234.0,1779.0,25.0,59.0,30.0,13.0,9.0,,76.0,251.0,42.0,158.0,1.0,7.0
LaLiga Santander,https://www.laliga.com/en-ES/player/rodrygo,12013,rodrygo,Rodrygo Silva de Goes,Rodrygo,Rodrygo,Silva de Goes,male,2001-01-09T00:00:00+00:00,Osasco,64.0,174.0,False,,,BR,Real Madrid,RMA,1902-03-06T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/real-madrid.png,21.0,Forward,https://assets.laliga.com/squad/2021/t186/p440077/512x556/p440077_t186_2021_1_001_000.png,Estadio Santiago Bernabéu,https://assets.laliga.com/assets/2019/06/08/medium/e6695a8184f41deea3ad87dd9c12ab1f.png,39.0,25.0,14.0,33.0,3.0,,1.0,202.0,7.0,,,1.0,,27.0,20.0,,,191.0,103.0,88.0,40.0,105.0,8.0,3.0,33.0,,,4.0,,4.0,13.0,12.0,1.0,4.0,,152.0,78.0,74.0,3.0,,,3.0,88.0,11.0,24.0,,,169.0,13.0,609.0,,,,,,,,,2.0,,39.0,21.0,72.0,,4.0,150.0,,,,,,,,,12.0,15.0,17.0,,15.0,16.0,5.0,8.0,3.0,27.0,14.0,,16.0,7.0,522.0,436.0,111.0,532.0,4.0,14.0,38.0,1.0,1.0,8.0,1527.0,46.0,3.0,20.0,29.0,229.0,626.0,,27.0,539.0,18.0,116.0,87.0,972.0,10.0,33.0,23.0,31.0,4.0,,9.0,99.0,21.0,78.0,1.0,3.0
LaLiga Santander,https://www.laliga.com/en-ES/player/roger-ms,877,roger-ms,Roger Martí,Roger Ms.,Roger,Martí,male,1991-01-03T00:00:00+00:00,Torrent,74.0,179.0,False,https://twitter.com/Roger27M,,ES,Levante UD,LEV,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/levante.png,9.0,Forward,https://assets.laliga.com/squad/2021/t855/p109702/512x556/p109702_t855_2021_1_001_000.png,Estadio Ciutat de València,https://assets.laliga.com/assets/2021/07/21/medium/ae79ef9d1c26baf8602706ba1acef94b.png,85.0,54.0,31.0,29.0,2.0,,3.0,136.0,6.0,,,1.0,,,9.0,,,267.0,173.0,94.0,74.0,111.0,35.0,1.0,29.0,,,3.0,,7.0,42.0,36.0,6.0,7.0,,182.0,119.0,63.0,2.0,,2.0,4.0,48.0,2.0,20.0,,1.0,110.0,12.0,399.0,,,,,,,3.0,1.0,3.0,,28.0,14.0,49.0,,6.0,91.0,,,,,,,,,23.0,20.0,25.0,,13.0,4.0,,1.0,1.0,14.0,31.0,2.0,15.0,12.0,263.0,192.0,121.0,300.0,9.0,14.0,38.0,5.0,,,2124.0,37.0,8.0,62.0,28.0,244.0,448.0,,43.0,312.0,23.0,100.0,136.0,751.0,,9.0,9.0,14.0,4.0,3.0,15.0,120.0,25.0,121.0,1.0,8.0
LaLiga Santander,https://www.laliga.com/en-ES/player/roger-martinez-1,24673,roger-martinez-1,Roger Martínez,Roger,Roger,Martínez,male,2004-04-05T00:00:00+00:00,,,,False,,,ES,RCD Espanyol de Barcelona,ESP,1900-10-23T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/espanyol.png,37.0,Midfielder,,RCDE Stadium,https://assets.laliga.com/assets/2019/06/17/medium/306cc02af120e092849ddf38954bcb3e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/r-araujo,12130,r-araujo,Ronald Araújo,R. Araujo,Ronald,Araújo,male,1999-03-07T00:00:00+00:00,Rivera,79.0,188.0,False,,,UY,FC Barcelona,BAR,1899-11-29T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/barcelona.png,4.0,Defender,https://assets.laliga.com/squad/2021/t178/p445087/512x556/p445087_t178_2021_1_001_000.png,Camp Nou,https://assets.laliga.com/assets/2019/06/17/medium/0623ce55ec3ee4e439ed6d24fe2ba77b.png,85.0,25.0,60.0,30.0,,,2.0,157.0,3.0,20.0,,6.0,1.0,,5.0,,,180.0,61.0,119.0,41.0,481.0,13.0,,30.0,1.0,,,,4.0,29.0,25.0,4.0,4.0,,95.0,36.0,59.0,,3.0,1.0,2.0,100.0,23.0,8.0,,,682.0,1.0,1559.0,,,,,,,,,2.0,,23.0,17.0,135.0,,1.0,287.0,,,,,,,,,5.0,10.0,25.0,,3.0,5.0,,3.0,3.0,6.0,18.0,7.0,,85.0,1404.0,472.0,980.0,1364.0,18.0,23.0,38.0,,5.0,39.0,2270.0,8.0,59.0,25.0,12.0,198.0,1607.0,,15.0,1449.0,41.0,29.0,158.0,1912.0,,4.0,4.0,2.0,30.0,,80.0,104.0,58.0,78.0,1.0,6.0
LaLiga Santander,https://www.laliga.com/en-ES/player/r-alcaraz,1858,r-alcaraz,Rubén Alcaraz,R. Alcaraz,Rubén,Alcaraz,male,1991-05-01T00:00:00+00:00,Barcelona,81.0,183.0,False,,,ES,Cádiz CF,CAD,1910-09-10T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/cadiz.png,4.0,Midfielder,https://assets.laliga.com/squad/2021/t1737/p96771/512x556/p96771_t1737_2021_1_001_000.png,Estadio Nuevo Mirandilla,https://assets.laliga.com/assets/2019/08/12/medium/ec810605f774c1a9a3ed75de01826124.png,45.0,23.0,22.0,14.0,,5.0,1.0,81.0,6.0,2.0,,5.0,,7.0,4.0,,,201.0,92.0,109.0,21.0,202.0,19.0,,14.0,,,,,2.0,12.0,10.0,2.0,1.0,1.0,156.0,69.0,87.0,1.0,1.0,,1.0,93.0,13.0,14.0,,1.0,182.0,1.0,609.0,,,1.0,,,,,,5.0,,21.0,8.0,86.0,,,176.0,,,,,,,,,11.0,6.0,12.0,,2.0,2.0,2.0,6.0,3.0,11.0,8.0,2.0,1.0,59.0,520.0,324.0,230.0,489.0,21.0,20.0,38.0,3.0,,2.0,1105.0,17.0,13.0,30.0,35.0,150.0,641.0,,17.0,548.0,41.0,19.0,93.0,870.0,2.0,17.0,11.0,6.0,8.0,,37.0,85.0,25.0,56.0,1.0,7.0
LaLiga Santander,https://www.laliga.com/en-ES/player/ruben-blanco,585,ruben-blanco,Rubén Blanco,Ruben Blanco,Rubén,Blanco,male,1995-07-25T00:00:00+00:00,Mos,70.0,188.0,False,https://twitter.com/Rubenblanco13,https://instagram.com/Rubenblanco13,ES,RC Celta,CEL,1923-08-23T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/celta.png,13.0,Goalkeeper,https://assets.laliga.com/squad/2021/t176/p106539/512x556/p106539_t176_2021_1_001_000.png,Estadio ABANCA Balaídos,https://assets.laliga.com/assets/2019/06/17/medium/0aef263ef366bd0b81369408adb27cd6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/r-duarte,1741,r-duarte,Rubén Duarte,R. Duarte,Rubén,Duarte,male,1995-10-18T00:00:00+00:00,Almerí­a,75.0,180.0,False,https://twitter.com/RubenDuarte_27,https://instagram.com/rubenduarte27/,ES,Deportivo Alavés,ALA,1921-01-23T00:00:00+0000,https://assets.laliga.com/assets/2020/09/01/medium/27002754a98bf535807fe49a24cc63ea.png,3.0,Defender,https://assets.laliga.com/squad/2021/t173/p126119/512x556/p126119_t173_2021_1_001_000.png,Mendizorroza,https://assets.laliga.com/assets/2019/06/17/medium/6b906780ba96aa6689192fb9afcaac6b.png,91.0,37.0,54.0,34.0,4.0,,0.0,122.0,3.0,6.0,,4.0,,13.0,13.0,,,309.0,134.0,175.0,72.0,506.0,32.0,1.0,34.0,,,4.0,,,44.0,39.0,5.0,,,218.0,97.0,121.0,1.0,,1.0,0.0,28.0,57.0,18.0,,,25.0,2.0,907.0,,,1.0,,,,,,4.0,,66.0,34.0,163.0,1.0,,270.0,,,,,,,1.0,,3.0,3.0,31.0,,11.0,3.0,3.0,26.0,18.0,5.0,39.0,27.0,,59.0,612.0,335.0,316.0,566.0,29.0,47.0,38.0,1.0,53.0,246.0,2627.0,11.0,71.0,45.0,40.0,487.0,923.0,1.0,6.0,625.0,76.0,19.0,298.0,1762.0,9.0,93.0,78.0,4.0,81.0,,133.0,312.0,79.0,165.0,0.0,10.0
LaLiga Santander,https://www.laliga.com/en-ES/player/ruben-garcia,972,ruben-garcia,Rubén García,Rubén García,Rubén,García,male,1993-07-14T00:00:00+00:00,Valencia,72.0,171.0,False,https://twitter.com/RubenSan93,,ES,CA Osasuna,OSA,1920-11-17T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/osasuna.png,14.0,Forward,https://assets.laliga.com/squad/2021/t450/p130026/512x556/p130026_t450_2021_1_001_000.png,Estadio El Sadar,https://assets.laliga.com/assets/2021/01/20/medium/c1b35f03ff875a4a12c7dcbd477d964a.png,74.0,45.0,29.0,37.0,6.0,4.0,1.0,239.0,9.0,4.0,,1.0,,89.0,24.0,,,278.0,155.0,123.0,55.0,249.0,25.0,,37.0,,,6.0,,1.0,36.0,35.0,1.0,,1.0,204.0,110.0,94.0,,,1.0,0.0,34.0,24.0,53.0,,1.0,160.0,8.0,988.0,,,1.0,,,,2.0,,4.0,,59.0,27.0,139.0,,,387.0,,,,,,,,,12.0,12.0,30.0,,29.0,7.0,37.0,65.0,22.0,24.0,21.0,10.0,12.0,52.0,764.0,609.0,262.0,754.0,17.0,26.0,38.0,1.0,2.0,28.0,2395.0,41.0,15.0,37.0,28.0,470.0,1035.0,,24.0,806.0,43.0,64.0,229.0,1629.0,45.0,134.0,74.0,23.0,12.0,2.0,33.0,315.0,48.0,196.0,0.0,1.0
LaLiga Santander,https://www.laliga.com/en-ES/player/ruben-iranzo,25202,ruben-iranzo,Rubén Iranzo,R. Iranzo,Rubén,Iranzo,male,2003-03-14T00:00:00+00:00,Picanya,,182.0,False,,,ES,Valencia CF,VAL,1919-03-18T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/valencia.png,39.0,Defender,,Camp de Mestalla,https://assets.laliga.com/assets/2019/06/17/medium/984682326cdbb55f5034778b7690a795.png,1.0,1.0,,4.0,,,0.0,3.0,,,,,,,,,,11.0,8.0,3.0,3.0,23.0,,,4.0,,,,,,6.0,6.0,,,,10.0,7.0,3.0,,,1.0,0.0,1.0,2.0,,,,15.0,,46.0,,,,,,,,,2.0,,4.0,4.0,8.0,,,6.0,,,,,,,,,1.0,,1.0,,,3.0,,,,,2.0,1.0,,2.0,37.0,20.0,18.0,36.0,,3.0,38.0,,1.0,2.0,134.0,,6.0,2.0,,10.0,47.0,,1.0,38.0,3.0,2.0,9.0,69.0,,,,,2.0,,5.0,7.0,2.0,4.0,0.0,2.0
LaLiga Santander,https://www.laliga.com/en-ES/player/r-pena,1495,r-pena,Rubén Peña,R. Peña,Rubén,Peña,male,1991-07-18T00:00:00+00:00,Ávila,65.0,170.0,False,https://twitter.com/RPenha9,,ES,Villarreal CF,VIL,1923-03-10T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/villarreal.png,20.0,Forward,https://assets.laliga.com/squad/2021/t449/p126290/512x556/p126290_t449_2021_1_001_000.png,Estadio de la Cerámica,https://assets.laliga.com/assets/2019/10/03/medium/ac940b8f6681d614e337d20d5bf7f0a8.png,8.0,5.0,3.0,7.0,,,0.0,7.0,,,,,,1.0,2.0,,,37.0,26.0,11.0,6.0,11.0,4.0,,7.0,,,,,,,,,,,29.0,21.0,8.0,,,,0.0,53.0,5.0,2.0,,,22.0,,44.0,,,,,,,,,,,4.0,1.0,11.0,,,4.0,,,,,,,,,1.0,2.0,1.0,,1.0,6.0,,2.0,2.0,2.0,3.0,1.0,1.0,1.0,35.0,27.0,10.0,34.0,2.0,,38.0,,1.0,1.0,127.0,9.0,1.0,8.0,4.0,25.0,44.0,,3.0,35.0,2.0,7.0,9.0,86.0,1.0,4.0,3.0,3.0,,,1.0,12.0,1.0,8.0,0.0,1.0
LaLiga Santander,https://www.laliga.com/en-ES/player/rochina,1202,rochina,Rubén Rochina,Rochina,Rubén,Rochina,male,1991-03-23T00:00:00+00:00,Sagunto,76.0,182.0,False,https://twitter.com/rubenrochina23,,ES,Granada CF,GRA,1931-01-01T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/granada.png,21.0,Midfielder,https://assets.laliga.com/squad/2021/t5683/p86168/512x556/p86168_t5683_2021_1_001_000.png,Nuevo Los Cármenes,https://assets.laliga.com/assets/2019/08/07/medium/4de53714b029bf44d86c53bd0d6835d3.png,15.0,9.0,6.0,15.0,2.0,1.0,0.0,76.0,5.0,1.0,,2.0,,17.0,4.0,,,118.0,61.0,57.0,22.0,115.0,8.0,,15.0,,,3.0,,1.0,12.0,11.0,1.0,,1.0,103.0,52.0,51.0,,,,1.0,98.0,6.0,10.0,,1.0,100.0,1.0,321.0,,,,,,,,,,,22.0,10.0,45.0,,,47.0,,,,,,,,,5.0,5.0,8.0,,3.0,7.0,4.0,9.0,4.0,14.0,11.0,1.0,5.0,35.0,231.0,169.0,86.0,211.0,8.0,13.0,38.0,3.0,,4.0,739.0,21.0,4.0,11.0,16.0,172.0,338.0,,10.0,246.0,21.0,5.0,92.0,541.0,8.0,27.0,13.0,5.0,11.0,,34.0,100.0,19.0,58.0,1.0,3.0
